Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Section)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	School	Class
314	assign-filtered	2b2085326a2a9eee0091367fb33bde92	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:21	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					783	Reposition Box	PosX: 1973; PosY: 2446						CMU	Intro to Philosophy - Harrell
315	assign-filtered	626b4b9c01aa0975b9a53b7fcf0a54fe	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:22	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					801	Reposition Box	PosX: 2323; PosY: 2453						CMU	Intro to Philosophy - Harrell
316	assign-filtered	9a958f41193fe1e23a8b66b272e3c9cc	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:24	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					771	Reposition Box	PosX: 2130; PosY: 2458						CMU	Intro to Philosophy - Harrell
317	assign-filtered	0d7b25276f804c910b39a98c0978dfd1	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:26	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					771	Reposition Box	PosX: 2156; PosY: 2456						CMU	Intro to Philosophy - Harrell
318	assign-filtered	851e29f48d445b9a849cb17bb07fb252	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:28	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					801	Reposition Box	PosX: 2364; PosY: 2452						CMU	Intro to Philosophy - Harrell
319	assign-filtered	834ebd7093680327c3ca3afcfbde95e7	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:30	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					783	Reposition Box	PosX: 1973; PosY: 2464						CMU	Intro to Philosophy - Harrell
320	assign-filtered	1f4aa44fd3a622bd2066b8ba9bbac011	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:31	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					762	Reposition Box	PosX: 2383; PosY: 2239						CMU	Intro to Philosophy - Harrell
321	assign-filtered	e53e4c18a4733f343c882a07e74ef4f7	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:44:33	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					813	Reposition Box	PosX: 2161; PosY: 2347						CMU	Intro to Philosophy - Harrell
322	assign-filtered	de28cb82acb03453bd4da50b2024d33a	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:06	US/Eastern	33	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					850	Create Relation							CMU	Intro to Philosophy - Harrell
323	assign-filtered	b9fd84a0b973edec534f408f6f95391c	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:08	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					771	Reposition Box	PosX: 2180; PosY: 2463						CMU	Intro to Philosophy - Harrell
324	assign-filtered	eb5b9d799df12b895732389b81b596cb	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:10	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					771	Reposition Box	PosX: 2160; PosY: 2456						CMU	Intro to Philosophy - Harrell
325	assign-filtered	cc2d25ee4d53951f0a84ce7554c0c6a2	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:12	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					801	Reposition Box	PosX: 2385; PosY: 2472						CMU	Intro to Philosophy - Harrell
326	assign-filtered	b7f900921ac1dc8b194827d5b692b11e	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:14	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					801	Reposition Box	PosX: 2350; PosY: 2455						CMU	Intro to Philosophy - Harrell
327	assign-filtered	4f1c326b1c8ffe6332b6780a88960698	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:39	US/Eastern	25	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					857	Create Relation							CMU	Intro to Philosophy - Harrell
328	assign-filtered	e9be31a55728219214aa568281dfdabb	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:55	US/Eastern	5.333	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					864	Create Relation							CMU	Intro to Philosophy - Harrell
329	assign-filtered	4b2cc8bdf06624655cae3e49f315719d	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:55	US/Eastern	5.333	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					865	Create Relation							CMU	Intro to Philosophy - Harrell
330	assign-filtered	ee47362d3bf38cda2efc7ab049140485	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:55	US/Eastern	5.333	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					866	Create Relation							CMU	Intro to Philosophy - Harrell
331	assign-filtered	0d3ad9df857540452a109454fdb48036	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:58	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					813	Reposition Box	PosX: 2165; PosY: 2383						CMU	Intro to Philosophy - Harrell
332	assign-filtered	b94d77135d994c60e94bb8312d8c33c2	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:45:59	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					813	Reposition Box	PosX: 2161; PosY: 2344						CMU	Intro to Philosophy - Harrell
333	assign-filtered	0914e8279ef22ab396273352054276df	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:46:04	US/Eastern	5	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Create Box							CMU	Intro to Philosophy - Harrell
334	assign-filtered	cec9e76ae20ae8b820dab7954dbcbdf0	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:46:06	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2610; PosY: 2357						CMU	Intro to Philosophy - Harrell
335	assign-filtered	b685b22c6d55356d7f6a3f1286603835	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:46:07	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2584; PosY: 2357						CMU	Intro to Philosophy - Harrell
336	assign-filtered	48f8de25f0ed6c6476a73878770f9a4d	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:46:50	US/Eastern	43	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Modify Text	when a person						CMU	Intro to Philosophy - Harrell
337	assign-filtered	7e983add1b45b0cb7de8461f01ca65e5	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:47:07	US/Eastern	17	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					762	Modify Text	implied conclusion: one should reject the existence of miracle						CMU	Intro to Philosophy - Harrell
338	assign-filtered	1612cbe89d927c7ebb833f54616cb01a	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:48:29	US/Eastern	82	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					762	Modify Text	implied conclusion: one should not believe in miracle						CMU	Intro to Philosophy - Harrell
339	assign-filtered	ef6c2e892699201b52996ede902db4dc	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:50:56	US/Eastern	147	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2379; PosY: 2349						CMU	Intro to Philosophy - Harrell
340	assign-filtered	587909b360063dca38fa28d7495feebc	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:50:58	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2393; PosY: 2347						CMU	Intro to Philosophy - Harrell
341	assign-filtered	ab383099b9bbfbdfe95e8dc111f8bb7a	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:50:59	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2371; PosY: 2347						CMU	Intro to Philosophy - Harrell
342	assign-filtered	b448b5be4922ded667ea376bfe7e0ab3	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:04	US/Eastern	2.5	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Modify Text	sufficient testimony to establish a miracle makes the miracle no longer a miracle						CMU	Intro to Philosophy - Harrell
343	assign-filtered	c335920587558655556086bd16be0501	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:04	US/Eastern	2.5	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Create Box							CMU	Intro to Philosophy - Harrell
344	assign-filtered	ffeaab6cd639ac1d7cdba4ac3edef726	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:06	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2574; PosY: 2339						CMU	Intro to Philosophy - Harrell
345	assign-filtered	4d3e3a3f588e0a75b7a4725d2cda84b0	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:09	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2581; PosY: 2349						CMU	Intro to Philosophy - Harrell
346	assign-filtered	d1e015c7a1a8009a67debd70305b461d	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:50	US/Eastern	41	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2371; PosY: 2342						CMU	Intro to Philosophy - Harrell
347	assign-filtered	e2bd989516c920ac5841ee4de2ba200b	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:51:53	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2581; PosY: 2338						CMU	Intro to Philosophy - Harrell
348	assign-filtered	daabce4e2cf2fb3e357994777ff2fbd5	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:53:43	US/Eastern	110	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Modify Text	the greater miracle (one that does not have enough evidence or proof) should be rejected						CMU	Intro to Philosophy - Harrell
349	assign-filtered	a509e5de4104f3dbafefb2535f41f2a7	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:53:44	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					975	Create Relation							CMU	Intro to Philosophy - Harrell
350	assign-filtered	678955321c6a1f7cf36000888aa35a09	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:01	US/Eastern	17	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					977	Create Relation							CMU	Intro to Philosophy - Harrell
351	assign-filtered	86e215e58a79afe2305902b467d84303	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:19	US/Eastern	6	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					979	Create Relation							CMU	Intro to Philosophy - Harrell
352	assign-filtered	d285bd320036ba64dbf23998d6785517	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:19	US/Eastern	6	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					980	Create Relation							CMU	Intro to Philosophy - Harrell
353	assign-filtered	cd680e1ff73e3629b7cd1941403447c0	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:19	US/Eastern	6	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					981	Create Relation							CMU	Intro to Philosophy - Harrell
354	assign-filtered	ca30e3ef6c93b2bc230d99948a3014e9	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:21	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					762	Reposition Box	PosX: 2359; PosY: 2233						CMU	Intro to Philosophy - Harrell
355	assign-filtered	adf484104499e8a7942b12c156248859	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:24	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2579; PosY: 2350						CMU	Intro to Philosophy - Harrell
356	assign-filtered	560c40c09ca22c1a78351ad879029d83	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:28	US/Eastern	4	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					771	Reposition Box	PosX: 2160; PosY: 2523						CMU	Intro to Philosophy - Harrell
357	assign-filtered	d786a382634b5aa49a7ea22d2fb42b52	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:30	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					801	Reposition Box	PosX: 2356; PosY: 2529						CMU	Intro to Philosophy - Harrell
358	assign-filtered	0896a6aa8b935546448af0229ca2bfde	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:32	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					783	Reposition Box	PosX: 1968; PosY: 2524						CMU	Intro to Philosophy - Harrell
359	assign-filtered	b4ac01a32842643b117699e50d5e9b6c	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:36	US/Eastern	4	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					868	Reposition Box	PosX: 2369; PosY: 2385						CMU	Intro to Philosophy - Harrell
360	assign-filtered	57df77d47018c697e22b657bf15da07b	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:37	US/Eastern	1	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					813	Reposition Box	PosX: 2142; PosY: 2368						CMU	Intro to Philosophy - Harrell
361	assign-filtered	bc58aab120a61f1568356f03ee3ea561	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:40	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2589; PosY: 2384						CMU	Intro to Philosophy - Harrell
362	assign-filtered	a08f5abda3f2a88ebad9cf1d656f17ee	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:54:42	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					813	Reposition Box	PosX: 2142; PosY: 2389						CMU	Intro to Philosophy - Harrell
363	assign-filtered	35c4c4255cc0f2c0c62b31e48fb64d5f	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:10	US/Eastern	44	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Modify Text	the greater miracle between the falsehood of testimony or the miracle should be should be rejected						CMU	Intro to Philosophy - Harrell
364	assign-filtered	51f07b0c4d45ab5e2f5d818742460c36	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:10	US/Eastern	44	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					1008	Create Box							CMU	Intro to Philosophy - Harrell
365	assign-filtered	5eb533347a0474eb6ee5c826542ac65b	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:13	US/Eastern	3	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					1008	Reposition Box	PosX: 2795; PosY: 2395						CMU	Intro to Philosophy - Harrell
366	assign-filtered	9d736d6c5ce328902d84a4fd7dd04fc8	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:15	US/Eastern	2	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					1008	Delete Box							CMU	Intro to Philosophy - Harrell
367	assign-filtered	dd8f1b867ca0c3bb7c91b1dea1376031	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:22	US/Eastern	7	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					1008	Modify Text							CMU	Intro to Philosophy - Harrell
368	assign-filtered	02847b97f3509132b49a65168df2ebbf	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:54	US/Eastern	32	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2584; PosY: 2373						CMU	Intro to Philosophy - Harrell
369	assign-filtered	889a570322182ecc41ab2a71772354ff	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:59	US/Eastern	2.5	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Reposition Box	PosX: 2584; PosY: 2373						CMU	Intro to Philosophy - Harrell
370	assign-filtered	6dc65d0a59858c0b34f54eba21ab7f85	Stu_421e8887d713eb0d61027ad674f0a3ae	74BF8B5499F8F8B5AD4BCCE192DFC70D-731286995	2016-01-29 15:56:59	US/Eastern	2.5	ATTEMPT				01	Assign01-sF	1	2016-01-29 15:40:18					932	Resize Box	Width: 192; Height: 130						CMU	Intro to Philosophy - Harrell
371	assign-filtered	a2ddd13c67ce1acbcb606f3b754077f2	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:46:34	US/Eastern	0	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					396	Create Relation							CMU	Intro to Philosophy - Harrell
372	assign-filtered	c36cb81ea51862dbd96ced7212c6dbfc	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:25	US/Eastern	51	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					281	Reposition Box	PosX: 2219.4000244140625; PosY: 1692.9875030517578						CMU	Intro to Philosophy - Harrell
373	assign-filtered	401dcebf2b5052f4ebe2fe78b037fe64	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:27	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					281	Reposition Box	PosX: 2192.3999938964844; PosY: 1729.9874877929688						CMU	Intro to Philosophy - Harrell
374	assign-filtered	05d3ca4077cc5fa671cc65f783e247c4	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:30	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					293	Reposition Box	PosX: 2031; PosY: 1999.999984741211						CMU	Intro to Philosophy - Harrell
375	assign-filtered	aa732332952f3786db85a422846f03dd	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:32	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					293	Reposition Box	PosX: 2037.3999938964844; PosY: 1875						CMU	Intro to Philosophy - Harrell
376	assign-filtered	ed29c5d462551b52234dab0175274b3b	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:35	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					381	Reposition Box	PosX: 2354.4000244140625; PosY: 1866.8000183105469						CMU	Intro to Philosophy - Harrell
377	assign-filtered	74697dab3826b2c0c3b02080b52ed363	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:38	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					278	Reposition Box	PosX: 2242.4000244140625; PosY: 2011.8000183105469						CMU	Intro to Philosophy - Harrell
378	assign-filtered	5bddde5cd55d023fd116d1252476eb8b	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:40	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					361	Reposition Box	PosX: 2618.4000244140625; PosY: 2135.7999877929688						CMU	Intro to Philosophy - Harrell
379	assign-filtered	3c93c9bc1fc7c5c5616268381f4ef718	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:47:44	US/Eastern	4	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					338	Reposition Box	PosX: 2071.3999938964844; PosY: 2085.2000122070312						CMU	Intro to Philosophy - Harrell
380	assign-filtered	eec56197d0bac515a1e1b8b54d1b2a75	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:02	US/Eastern	18	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					278	Reposition Box	PosX: 2327.4000244140625; PosY: 2209.2000122070312						CMU	Intro to Philosophy - Harrell
381	assign-filtered	5cf3dd7685af46401fb50399adf3efac	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:03	US/Eastern	0.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					419	Create Relation							CMU	Intro to Philosophy - Harrell
382	assign-filtered	70374560f8838df987c51f8997e4daf4	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:03	US/Eastern	0.5	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					420	Create Relation							CMU	Intro to Philosophy - Harrell
383	assign-filtered	1a58702fdeeadb08e43ab12fd1ce9892	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:05	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					278	Reposition Box	PosX: 2326.4000244140625; PosY: 2088.2124938964844						CMU	Intro to Philosophy - Harrell
384	assign-filtered	9d69496ffcd55dc21daf8ada329b992e	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:07	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					278	Reposition Box	PosX: 2305.4000244140625; PosY: 2137.2124938964844						CMU	Intro to Philosophy - Harrell
385	assign-filtered	a124e6adb25d6e2f7e3b924d10e59a2f	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:08	US/Eastern	1	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					361	Reposition Box	PosX: 2565; PosY: 2050.987503051758						CMU	Intro to Philosophy - Harrell
386	assign-filtered	8c747084259ec140e0f6fc10db0db3c0	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:11	US/Eastern	3	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					361	Reposition Box	PosX: 2576; PosY: 2069.9874877929688						CMU	Intro to Philosophy - Harrell
387	assign-filtered	4d4b509549240b960114c3ac6ab54518	Stu_53aa29ca202f515b7fe3faee98e2814d	7A18B2D97BFDEABDE3E5AFEB160F718D1392534151	2016-01-29 14:48:13	US/Eastern	2	ATTEMPT				01	Assign01-gD	1	2016-01-29 14:46:34					338	Reposition Box	PosX: 2063; PosY: 2074						CMU	Intro to Philosophy - Harrell
